id,date,code,payment_method,items,total,total_qty,raw_data
177,03/04/2025,INV-20250403-7724,e-wallet,CNP Baja Ringan Prima Truss 0.75mm,873000,1,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
178,21/05/2025,INV-20250521-2757,e-wallet,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
179,04/05/2025,INV-20250504-5239,cash,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
180,16/05/2025,INV-20250516-3491,credit card,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
181,07/05/2025,INV-20250507-3035,transfer,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
182,12/04/2025,INV-20250412-1261,e-wallet,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
183,18/04/2025,INV-20250418-2274,e-wallet,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
184,30/04/2025,INV-20250430-1266,transfer,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
185,22/04/2025,INV-20250422-5069,transfer,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
186,15/05/2025,INV-20250515-8674,credit card,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
187,17/04/2025,INV-20250417-2320,cash,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
188,04/05/2025,INV-20250504-9267,credit card,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
189,05/05/2025,INV-20250505-4639,credit card,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
190,14/05/2025,INV-20250514-6802,credit card,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
191,07/05/2025,INV-20250507-8148,cash,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
192,08/04/2025,INV-20250408-5094,cash,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
193,12/04/2025,INV-20250412-9933,cash,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
194,20/04/2025,INV-20250420-2878,e-wallet,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
195,05/05/2025,INV-20250505-7353,credit card,CNP Baja Ringan Prima Truss 0.75mm,873000,1,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
196,14/05/2025,INV-20250514-1986,cash,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
197,15/05/2025,INV-20250515-9593,credit card,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
198,10/04/2025,INV-20250410-9844,cash,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
199,14/04/2025,INV-20250414-9893,cash,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
200,17/04/2025,INV-20250417-4388,transfer,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
201,08/04/2025,INV-20250408-1379,e-wallet,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
202,14/04/2025,INV-20250414-9856,transfer,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
203,14/04/2025,INV-20250414-1524,cash,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
204,16/05/2025,INV-20250516-2947,credit card,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
205,19/05/2025,INV-20250519-2329,e-wallet,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
206,01/05/2025,INV-20250501-3627,transfer,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
207,26/04/2025,INV-20250426-3786,e-wallet,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
208,20/04/2025,INV-20250420-3327,e-wallet,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
209,10/05/2025,INV-20250510-3645,e-wallet,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
210,20/04/2025,INV-20250420-1688,e-wallet,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
211,09/05/2025,INV-20250509-1955,e-wallet,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
212,16/04/2025,INV-20250416-7740,credit card,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
213,12/04/2025,INV-20250412-9056,transfer,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
214,04/05/2025,INV-20250504-6251,credit card,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
215,01/05/2025,INV-20250501-9747,cash,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
216,17/04/2025,INV-20250417-4352,e-wallet,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
217,06/04/2025,INV-20250406-2919,transfer,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
218,28/04/2025,INV-20250428-5831,credit card,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
219,02/04/2025,INV-20250402-3951,cash,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
220,21/05/2025,INV-20250521-2183,cash,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
221,14/04/2025,INV-20250414-5990,credit card,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
222,15/04/2025,INV-20250415-5410,credit card,Atap spandek 0.35 mm x 6m,893500,1,"{""Atap spandek 0.35 mm x 6m"":""1x893500""}"
223,20/04/2025,INV-20250420-4922,transfer,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
224,19/04/2025,INV-20250419-4074,credit card,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
225,15/05/2025,INV-20250515-3175,credit card,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
226,05/05/2025,INV-20250505-5760,e-wallet,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
227,01/04/2025,INV-20250401-1358,credit card,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
228,11/04/2025,INV-20250411-5961,transfer,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
229,06/04/2025,INV-20250406-8217,e-wallet,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
230,20/05/2025,INV-20250520-7208,cash,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
231,05/04/2025,INV-20250405-8431,transfer,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
232,05/04/2025,INV-20250405-2624,e-wallet,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
233,10/05/2025,INV-20250510-3392,credit card,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
234,17/05/2025,INV-20250517-7309,cash,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
235,15/05/2025,INV-20250515-2204,e-wallet,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
236,13/04/2025,INV-20250413-8175,e-wallet,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
237,12/05/2025,INV-20250512-5366,credit card,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
238,04/04/2025,INV-20250404-2281,e-wallet,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
239,30/04/2025,INV-20250430-9785,transfer,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
240,10/04/2025,INV-20250410-7443,cash,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
241,12/04/2025,INV-20250412-3199,transfer,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
242,10/05/2025,INV-20250510-9888,cash,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
243,13/05/2025,INV-20250513-2170,transfer,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
244,17/04/2025,INV-20250417-5039,credit card,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
245,20/05/2025,INV-20250520-5966,credit card,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
246,22/04/2025,INV-20250422-2955,transfer,CNP Baja Ringan Prima Truss 0.75mm,873000,1,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
247,14/05/2025,INV-20250514-1520,transfer,CNP Baja Ringan Prima Truss 0.75mm,873000,1,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
248,05/04/2025,INV-20250405-9653,transfer,Atap spandek 0.35 mm x 6m,893500,1,"{""Atap spandek 0.35 mm x 6m"":""1x893500""}"
249,03/05/2025,INV-20250503-6673,credit card,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
250,10/04/2025,INV-20250410-6155,e-wallet,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
251,12/04/2025,INV-20250412-6646,credit card,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
252,22/04/2025,INV-20250422-2584,transfer,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
253,24/04/2025,INV-20250424-2633,transfer,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
254,13/05/2025,INV-20250513-5713,credit card,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
255,17/04/2025,INV-20250417-3356,credit card,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
256,28/04/2025,INV-20250428-3267,transfer,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
257,18/05/2025,INV-20250518-1320,e-wallet,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
258,06/05/2025,INV-20250506-2962,cash,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
259,21/05/2025,INV-20250521-3081,transfer,Atap spandek 0.35 mm x 6m,893500,1,"{""Atap spandek 0.35 mm x 6m"":""1x893500""}"
260,15/04/2025,INV-20250415-8387,transfer,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
261,02/05/2025,INV-20250502-1091,credit card,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
262,28/04/2025,INV-20250428-7601,credit card,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
263,26/04/2025,INV-20250426-4622,e-wallet,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
264,13/05/2025,INV-20250513-8739,e-wallet,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
265,12/05/2025,INV-20250512-7589,cash,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
266,13/04/2025,INV-20250413-6487,e-wallet,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
267,04/04/2025,INV-20250404-6960,cash,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
268,20/04/2025,INV-20250420-2258,cash,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
269,07/04/2025,INV-20250407-6746,transfer,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
270,17/04/2025,INV-20250417-2818,e-wallet,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
271,11/05/2025,INV-20250511-1482,e-wallet,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
272,23/04/2025,INV-20250423-1840,credit card,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
273,05/04/2025,INV-20250405-2243,e-wallet,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
274,21/05/2025,INV-20250521-2473,e-wallet,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
275,24/04/2025,INV-20250424-9888,transfer,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
276,09/04/2025,INV-20250409-9318,cash,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
277,16/04/2025,INV-20250416-9041,cash,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
278,18/05/2025,INV-20250518-8801,e-wallet,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
279,12/04/2025,INV-20250412-6381,cash,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
280,16/05/2025,INV-20250516-4150,transfer,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
281,29/04/2025,INV-20250429-9952,credit card,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
282,07/05/2025,INV-20250507-2295,transfer,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
283,24/04/2025,INV-20250424-7356,credit card,Atap spandek 0.35 mm x 6m,893500,1,"{""Atap spandek 0.35 mm x 6m"":""1x893500""}"
284,13/05/2025,INV-20250513-8647,cash,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
285,06/05/2025,INV-20250506-1404,cash,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
286,29/04/2025,INV-20250429-7201,e-wallet,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
287,01/05/2025,INV-20250501-9918,credit card,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
288,09/04/2025,INV-20250409-6797,e-wallet,Atap spandek 0.35 mm x 6m,893500,1,"{""Atap spandek 0.35 mm x 6m"":""1x893500""}"
289,24/04/2025,INV-20250424-9409,e-wallet,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
290,10/04/2025,INV-20250410-1356,cash,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
291,04/05/2025,INV-20250504-6930,credit card,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
292,03/04/2025,INV-20250403-2988,cash,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
293,20/04/2025,INV-20250420-3889,cash,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
294,14/05/2025,INV-20250514-8276,cash,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
295,28/04/2025,INV-20250428-2961,transfer,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
296,20/04/2025,INV-20250420-3383,cash,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
297,06/04/2025,INV-20250406-1145,cash,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
298,14/05/2025,INV-20250514-9838,e-wallet,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
299,25/04/2025,INV-20250425-1995,e-wallet,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
300,15/04/2025,INV-20250415-3314,credit card,Atap spandek 0.35 mm x 6m,893500,1,"{""Atap spandek 0.35 mm x 6m"":""1x893500""}"
301,19/04/2025,INV-20250419-1878,credit card,CNP Baja Ringan Prima Truss 0.75mm,873000,1,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
302,28/04/2025,INV-20250428-5978,e-wallet,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
303,12/05/2025,INV-20250512-5165,e-wallet,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
304,24/04/2025,INV-20250424-1138,cash,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
305,09/05/2025,INV-20250509-1436,credit card,CNP Baja Ringan Prima Truss 0.75mm,873000,1,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
306,14/04/2025,INV-20250414-7327,credit card,Atap spandek 0.35 mm x 6m,893500,1,"{""Atap spandek 0.35 mm x 6m"":""1x893500""}"
307,27/04/2025,INV-20250427-8703,cash,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
308,02/04/2025,INV-20250402-6273,credit card,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
309,10/05/2025,INV-20250510-4755,credit card,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
310,29/04/2025,INV-20250429-7832,cash,CNP Baja Ringan Prima Truss 0.75mm,873000,1,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
311,15/04/2025,INV-20250415-6109,transfer,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
312,29/04/2025,INV-20250429-4037,transfer,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
313,03/05/2025,INV-20250503-3443,cash,Atap spandek 0.35 mm x 6m,893500,1,"{""Atap spandek 0.35 mm x 6m"":""1x893500""}"
314,03/05/2025,INV-20250503-5489,e-wallet,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
315,01/05/2025,INV-20250501-6641,cash,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
316,16/05/2025,INV-20250516-3786,credit card,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
317,16/05/2025,INV-20250516-2079,e-wallet,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
318,01/04/2025,INV-20250401-1949,cash,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
319,13/04/2025,INV-20250413-4775,credit card,CNP Baja Ringan Prima Truss 0.75mm,873000,1,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
320,11/04/2025,INV-20250411-7218,transfer,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
321,16/05/2025,INV-20250516-8065,cash,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
322,19/05/2025,INV-20250519-4197,transfer,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
323,14/04/2025,INV-20250414-1327,cash,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
324,13/04/2025,INV-20250413-5882,credit card,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
325,03/04/2025,INV-20250403-5189,cash,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
326,17/05/2025,INV-20250517-2063,transfer,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
327,01/05/2025,INV-20250501-5723,e-wallet,CNP Baja Ringan Prima Truss 0.75mm,873000,1,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
328,08/04/2025,INV-20250408-9926,cash,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
329,02/05/2025,INV-20250502-6414,transfer,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
330,13/04/2025,INV-20250413-8698,cash,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
331,27/04/2025,INV-20250427-9308,e-wallet,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
332,08/04/2025,INV-20250408-4578,transfer,CNP Baja Ringan Prima Truss 0.75mm,873000,1,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
333,13/05/2025,INV-20250513-4752,cash,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
334,12/05/2025,INV-20250512-1736,credit card,Atap spandek 0.25 mm x 6m 1kg,198000,1,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000""}"
335,19/05/2025,INV-20250519-7138,cash,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
336,10/05/2025,INV-20250510-8190,e-wallet,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
337,20/05/2025,INV-20250520-8973,transfer,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
338,18/05/2025,INV-20250518-3366,e-wallet,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
339,16/05/2025,INV-20250516-4035,e-wallet,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
340,30/04/2025,INV-20250430-7790,transfer,Besi Wiremesh M8 full SNI,6273000,1,"{""Besi Wiremesh M8 full SNI"":""1x6273000""}"
341,11/05/2025,INV-20250511-4545,cash,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
342,23/04/2025,INV-20250423-9940,cash,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
343,26/04/2025,INV-20250426-8174,credit card,Besi Beton 12 TJ SNI,893500,1,"{""Besi Beton 12 TJ SNI"":""1x893500""}"
344,03/05/2025,INV-20250503-6801,credit card,CNP Baja Ringan Prima Truss 0.65mm,73000,1,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
345,16/04/2025,INV-20250416-2027,cash,Besi Beton 12 IBD SNI,93500,1,"{""Besi Beton 12 IBD SNI"":""1x93500""}"
346,24/04/2025,INV-20250424-6953,credit card,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
347,10/05/2025,INV-20250510-8014,e-wallet,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
348,13/05/2025,INV-20250513-2638,transfer,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
349,04/04/2025,INV-20250404-4934,cash,WF 150 x 75 mm x 12m,2722500,1,"{""WF 150 x 75 mm x 12m"":""1x2722500""}"
350,21/04/2025,INV-20250421-6577,transfer,Bondek 0.75 x 1000 x 6M,730000,1,"{""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
351,03/05/2025,INV-20250503-2500,transfer,"WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",198000,3,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
